Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0427,台風,台風[たいふう],typhoon,[sound:JLPT_Tango_N4_0427.mp3],大きい台風が来るかもしれません。,大[おお]きい 台風[たいふう]が 来[く]るかもしれません。,A large typhoon might come.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0428,かみなり,かみなり,thunder,[sound:JLPT_Tango_N4_0428.mp3],私はかみなりが大きらいです。,私[わたし]はかみなりが 大[だい]きらいです。,I really hate thunder.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0429,レインコート,レインコート,raincoat,[sound:JLPT_Tango_N4_0429.mp3],明日はレインコートを着て、出かけます。,明日[あした]はレインコートを 着[き]て、 出[で]かけます。,I'm going to wear a raincoat when I go out tomorrow.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0429-005,レインブーツ,レインブーツ,rain boots,[sound:JLPT_Tango_N4_0429-005.mp3],,,,,,,Related meaning to レインコート,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0430,（かさを）さす,（かさを）さす,to hold (an umbrella),[sound:JLPT_Tango_N4_0430.mp3],たくさんの人がかさをさしています。,たくさんの 人[ひと]がかさをさしています。,There are many people holding umbrellas.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0431,ぬれる,ぬれる,to get wet,[sound:JLPT_Tango_N4_0431.mp3],かさがなくて、服がぬれてしまいました。,かさがなくて、 服[ふく]がぬれてしまいました。,"I didn't have an umbrella, so my clothes got wet.",,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0431-005,（～を）ぬらす,（～を）ぬらす,"to get wet, to make wet",[sound:JLPT_Tango_N4_0431-005.mp3],,,,,,,Related meaning to ぬれる,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0432,波,波[なみ],wave,[sound:JLPT_Tango_N4_0432.mp3],今日は波が高いです。,今日[きょう]は 波[なみ]が 高[たか]いです。,The waves are high today.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0433,気温,気温[きおん],(atmospheric) temperature,[sound:JLPT_Tango_N4_0433.mp3],今日は気温が上がりそうです。,今日[きょう]は 気温[きおん]が 上[あ]がりそうです。,The temperature seems like it's going to rise today.,,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0433-005,温度,温度[おんど],temperature,[sound:JLPT_Tango_N4_0433-005.mp3],,,,,,,Related meaning to 気温,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0433-006,湿度,湿度[しつど],humidity,[sound:JLPT_Tango_N4_0433-006.mp3],,,,,,,Related meaning to 気温,Ch 04 - 出かけよう！,Sect 01 - 天気,
JLPT_Tango_N4_0434,冷える,冷[ひ]える,"to be chilled, to be cold",[sound:JLPT_Tango_N4_0434.mp3],ずっと外にいたので、体が冷えました。,ずっと 外[そと]にいたので、 体[からだ]が 冷[ひ]えました。,"I was outside for a while, so my body got cold.",,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0435,比べる,比[くら]べる,to compare,[sound:JLPT_Tango_N4_0435.mp3],日本と比べると、私の国はとても寒いです。,日本[にほん]と 比[くら]べると、 私[わたし]の 国[くに]はとても 寒[さむ]いです。,"Compared to Japan, my country is very cold.",,,,,Ch 04 - 出かけよう！,Sect 01 - 天気,X
JLPT_Tango_N4_0436,地震,地震[じしん],earthquake,[sound:JLPT_Tango_N4_0436.mp3],きのうの夜、小さいな地震がありました。,きのうの 夜[よる]、 小[ちい]さいな 地震[じしん]がありました。,There was a small earthquake last night.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0437,津波,津波[つなみ],tsunami,[sound:JLPT_Tango_N4_0437.mp3],地震のときは津波が心配です。,地震[じしん]のときは 津波[つなみ]が 心配[しんぱい]です。,Tsunamis are a concern when there are earthquakes.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0438,太陽,太陽[たいよう],sun,[sound:JLPT_Tango_N4_0438.mp3],夏は太陽がとても高くなります。,夏[なつ]は 太陽[たいよう]がとても 高[たか]くなります。,"In the summer, the sun gets very high in the sky.",,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0439,空,空[そら],sky,[sound:JLPT_Tango_N4_0439.mp3],雲がないきれいな空です。,雲[くも]がないきれいな 空[そら]です。,It's a beautiful cloudless sky.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0440,月,月[つき],moon,[sound:JLPT_Tango_N4_0440.mp3],今晩は月が明るく見えます。,今晩[こんばん]は 月[つき]が 明[あか]るく 見[み]えます。,The moon looks so bright tonight.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0441,星,星[ほし],star,[sound:JLPT_Tango_N4_0441.mp3],今夜は星がたくさん見えます。,今夜[こんや]は 星[ほし]がたくさん 見[み]えます。,There are a lot of visible stars tonight.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0442,光る,光[ひか]る,"to light up, to shine",[sound:JLPT_Tango_N4_0442.mp3],星が光って、きれいです。,星[ほし]が 光[ひか]って、きれいです。,The stars are shining beautifully.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0442-005,光,光[ひかり],light,[sound:JLPT_Tango_N4_0442-005.mp3],,,,,,,Related meaning to 光る,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0443,宇宙,宇宙[うちゅう],"space, universe",[sound:JLPT_Tango_N4_0443.mp3],いつか宇宙に行ってみたいです。,いつか 宇宙[うちゅう]に 行[い]ってみたいです。,"Some day, I want to go into space.",,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0443-005,宇宙旅行,宇宙[うちゅう] 旅行[りょこう],trip to space,[sound:JLPT_Tango_N4_0443-005.mp3],,,,,,,Related meaning to 宇宙,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0443-006,ロケット,ロケット,rocket ship,[sound:JLPT_Tango_N4_0443-006.mp3],,,,,,,Related meaning to 宇宙,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0443-007,地球,地球[ちきゅう],earth,[sound:JLPT_Tango_N4_0443-007.mp3],,,,,,,Related meaning to 宇宙,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0444,空気,空気[くうき],atmosphere,[sound:JLPT_Tango_N4_0444.mp3],いなかは空気がとてもおいしいです。,いなかは 空気[くうき]がとてもおいしいです。,The air is very clear in the countryside.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0445,島,島[しま],island,[sound:JLPT_Tango_N4_0445.mp3],日本には６８００の島があるそうです。,日本[にほん]には ６８００[ろくせんはっぴゃく]の 島[しま]があるそうです。,"I hear there are 6,800 islands in Japan.",,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0446,海岸,海岸[かいがん],"beach, coast",[sound:JLPT_Tango_N4_0446.mp3],この町にはきれいな海岸があります。,この 町[まち]にはきれいな 海岸[かいがん]があります。,There is a clean beach in this town.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0447,林,林[はやし],woods,[sound:JLPT_Tango_N4_0447.mp3],林の中にいろいろな動物がいます。,林[はやし]の 中[なか]にいろいろな 動物[どうぶつ]がいます。,There are many different animals in the woods.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0447-005,森,森[もり],forest,[sound:JLPT_Tango_N4_0447-005.mp3],,,,,,,Related meaning to 林,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0448,湖,湖[みずうみ],lake,[sound:JLPT_Tango_N4_0448.mp3],公園に大きい湖があります。,公園[こうえん]に 大[おお]きい 湖[みずうみ]があります。,There is a large lake in the park.,,,,"The name of lakes are read as ００こ, as in びわ湖",Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0449,池,池[いけ],pond,[sound:JLPT_Tango_N4_0449.mp3],むかし、よくこの池で泳ぎました。,むかし、よくこの 池[いけ]で 泳[およ]ぎました。,"In the past, I often swam in this pond.",,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0450,虫,虫[むし],insect,[sound:JLPT_Tango_N4_0450.mp3],兄とよく虫をとりに行きました。,兄[あに]とよく 虫[むし]をとりに 行[い]きました。,I often went to catch bugs with my older brother.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0451,鳥,鳥[とり],bird,[sound:JLPT_Tango_N4_0451.mp3],鳥のかわいい声で起きました。,鳥[とり]のかわいい 声[こえ]で 起[お]きました。,I was awoken by the cute sound of birds chirping.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0451-005,小鳥,小鳥[ことり],small bird,[sound:JLPT_Tango_N4_0451-005.mp3],,,,,,,Related meaning to 鳥,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0452,季節,季節[きせつ],season,[sound:JLPT_Tango_N4_0452.mp3],私がいちばん好きな季節は秋です。,私[わたし]がいちばん 好[す]きな 季節[きせつ]は 秋[あき]です。,My favorite season is fall.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0452-005,春,春[はる],spring,[sound:JLPT_Tango_N4_0452-005.mp3],,,,,,,Related meaning to 季節,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0452-006,夏,夏[なつ],summer,[sound:JLPT_Tango_N4_0452-006.mp3],,,,,,,Related meaning to 季節,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0452-007,秋,秋[あき],fall,[sound:JLPT_Tango_N4_0452-007.mp3],,,,,,,Related meaning to 季節,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0452-008,冬,冬[ふゆ],winter,[sound:JLPT_Tango_N4_0452-008.mp3],,,,,,,Related meaning to 季節,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0453,紅葉,紅葉[こうよう],"autumn foliage, leaves turning color in the fall",[sound:JLPT_Tango_N4_0453.mp3],もうすぐ紅葉の季節です。,もうすぐ 紅葉[こうよう]の 季節[きせつ]です。,It is almost the season for the leaves to change color.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0453-005,紅葉,紅葉[もみじ],"autumn foliage, leaves turning color in the fall, maple",[sound:JLPT_Tango_N4_0453-005.mp3],,,,,,,Related meaning to 紅葉,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0454,【お】花見,【お】 花見[はなみ],flower viewing,[sound:JLPT_Tango_N4_0454.mp3],週末、お花見をするつもりです。,週末[しゅうまつ]、お 花見[はなみ]をするつもりです。,I intend to go to flower viewing this weekend.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0454-005,さくら,さくら,cherry blossoms,[sound:JLPT_Tango_N4_0454-005.mp3],,,,,,,Related meaning to 【お】花見,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0454-006,うめ,うめ,plum blossoms,[sound:JLPT_Tango_N4_0454-006.mp3],,,,,,,Related meaning to 【お】花見,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0455,咲く,咲[さ]く,to bloom,[sound:JLPT_Tango_N4_0455.mp3],公園に花が咲いています。,公園[こうえん]に 花[はな]が 咲[さ]いています。,The flowers are in bloom in the park.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0456,葉,葉[は],leaf,[sound:JLPT_Tango_N4_0456.mp3],この花の葉はきれいです。,この 花[はな]の 葉[は]はきれいです。,The leaves of this flower are beautiful.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0456-005,葉っぱ,葉[は]っぱ,leaf,[sound:JLPT_Tango_N4_0456-005.mp3],,,,,,,葉[っぱ is used primarily in conversation. Same meaning as 葉,Ch 04 - 出かけよう！,Sect 02 - 自然,
JLPT_Tango_N4_0457,枝,枝[えだ],branch,[sound:JLPT_Tango_N4_0457.mp3],木の枝に鳥が止まっています。,木[き]の 枝[えだ]に 鳥[とり]が 止[と]まっています。,There is a bird perched on the branch of a tree.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0458,折れる,折[お]れる,"to be broken, to be cracked",[sound:JLPT_Tango_N4_0458.mp3],台風で木が折れてしまいました。,台風[たいふう]で 木[き]が 折[お]れてしまいました。,The tree cracked due to the typhoon.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0459,折る,折[お]る,"to break, to crack",[sound:JLPT_Tango_N4_0459.mp3],さくらの枝を折ってはいけません。,さくらの 枝[えだ]を 折[お]ってはいけません。,You mustn't break the branches of the cherry blossom trees.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0460,植える,植[う]える,"to grow, to plant",[sound:JLPT_Tango_N4_0460.mp3],庭にさくらの木を植えました。,庭[にわ]にさくらの 木[き]を 植[う]えました。,I planted a cherry blossom tree in the garden.,,,,,Ch 04 - 出かけよう！,Sect 02 - 自然,X
JLPT_Tango_N4_0461,新幹線,新幹線[しんかんせん],"Shinkansen, bullet train",[sound:JLPT_Tango_N4_0461.mp3],大阪まで新幹線で２時間半くらいです。,大阪[おおさか]まで 新幹線[しんかんせん]で２ 時間[じかん] 半[はん]くらいです。,It takes about two and a half hours to get to Osaka by bullet train.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0462,急行,急行[きゅうこう],express (train),[sound:JLPT_Tango_N4_0462.mp3],東京駅まで急行１５分くらいです。,東京[とうきょう] 駅[えき]まで 急行[きゅうこう] １５[じゅうご] 分[ふん]くらいです。,It's about 15 minutes to Tokyo Station on the express.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0462-005,特急,特急[とっきゅう],special express (train),[sound:JLPT_Tango_N4_0462-005.mp3],,,,,,,Related meaning to 急行,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0462-006,各駅停車,各駅[かくえき] 停車[ていしゃ],local (train),[sound:JLPT_Tango_N4_0462-006.mp3],,,,,,,Related meaning to 急行,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0463,夜行バス,夜行[やこう]バス,"night bus, overnight bus",[sound:JLPT_Tango_N4_0463.mp3],夜行バスで朝８時ごろ京都に着きました。,夜行[やこう]バスで 朝[あさ]８ 時[じ]ごろ 京都[きょうと]に 着[つ]きました。,The night bus arrived in Kyoto around 8:00 in the morning.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0464,自動車,自動車[じどうしゃ],"car, automobile",[sound:JLPT_Tango_N4_0464.mp3],小さい自動車が人気です。,小[ちい]さい 自動車[じどうしゃ]が 人気[にんき]です。,Small cars are popular.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0464-005,車,車[くるま],car,[sound:JLPT_Tango_N4_0464-005.mp3],,,,,,,Related meaning to 自動車,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0465,オートバイ,オートバイ,motorcycle,[sound:JLPT_Tango_N4_0465.mp3],週末、友だちとオートバイで出かけます。,週末[しゅうまつ]、 友[とも]だちとオートバイで 出[で]かけます。,"On the weekends, I go out with my friend on a motorcycle.",,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0465-005,バイク,バイク,motorcycle,[sound:JLPT_Tango_N4_0465-005.mp3],,,,,,,Same meaning as オートバイ,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0466,船,船[ふね],"boat, ship",[sound:JLPT_Tango_N4_0466.mp3],いつか船で世界を旅行したいです。,いつか 船[せん]で 世界[せかい]を 旅行[りょこう]したいです。,"Someday, I want to travel the world on a boat.",,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0466-005,船便,船便[ふなびん],mail sent by sea,[sound:JLPT_Tango_N4_0466-005.mp3],,,,,,,Related meaning to 船,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0467,交通,交通[こうつう],"traffic, transportation",[sound:JLPT_Tango_N4_0467.mp3],東京は交通がとても便利です。,東京[とうきょう]は 交通[こうつう]がとても 便利[べんり]です。,Transportation is very convenient in Tokyo.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0468,利用＜する＞,利用[りよう]＜する＞,"use, usage",[sound:JLPT_Tango_N4_0468.mp3],いつも地下鉄を利用しています。,いつも 地下鉄[ちかてつ]を 利用[りよう]しています。,I always use the subway.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0468-005,使う,使[つか]う,to use,[sound:JLPT_Tango_N4_0468-005.mp3],,,,,,,Related meaning to 利用＜する＞,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0469,降りる,降[お]りる,to get off (of ~),[sound:JLPT_Tango_N4_0469.mp3],ここでバスを降ります,ここでバスを 降[お]ります,I'm getting off the bus here.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0469-005,（~に）乗る,（~に） 乗[の]る,to get on (a ~),[sound:JLPT_Tango_N4_0469-005.mp3],,,,,,,Opposite meaning of 降りる,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0470,乗りかえる,乗[の]りかえる,to transfer,[sound:JLPT_Tango_N4_0470.mp3],ここで地下鉄に乗りかえてください。,ここで 地下鉄[ちかてつ]に 乗[の]りかえてください。,Please transfer here to the metro.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0470-005,乗りかえ,乗[の]りかえ,transfer,[sound:JLPT_Tango_N4_0470-005.mp3],,,,,,,Related meaning to 乗りかえる,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0471,ラッシュ,ラッシュ,rush hour,[sound:JLPT_Tango_N4_0471.mp3],この電車はラッシュでも座れます。,この 電車[でんしゃ]はラッシュでも 座[すわ]れます。,You can find a seat on this train even during rush hour.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0472,こむ,こむ,to be crowded,[sound:JLPT_Tango_N4_0472.mp3],朝の電車はとてもこんでいます。,朝[あさ]の 電車[でんしゃ]はとてもこんでいます。,The morning trains are really crowded.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0472-005,満員,満員[まんいん],full (of people),[sound:JLPT_Tango_N4_0472-005.mp3],,,,,,,Related meaning to こむ,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0472-006,満席,満席[まんせき],all seats are full,[sound:JLPT_Tango_N4_0472-006.mp3],,,,,,,Related meaning to こむ,Ch 04 - 出かけよう！,Sect 03 - 乗り物,
JLPT_Tango_N4_0473,すく,すく,to become empty,[sound:JLPT_Tango_N4_0473.mp3],このバスはいつもすいています。,このバスはいつもすいています。,This bus is always empty.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0474,通る,通[とお]る,to pass through,[sound:JLPT_Tango_N4_0474.mp3],この駅にはいろいろな電車が通っています。,この 駅[えき]にはいろいろな 電車[でんしゃ]が 通[とお]っています。,Many different trains pass through this station.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0475,すぎる,すぎる,to pass,[sound:JLPT_Tango_N4_0475.mp3],A駅をすぎたら、電車がすきました。,A[エー] 駅[えき]をすぎたら、 電車[でんしゃ]がすきました。,"Once it passed A Station, the train emptied.",,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0476,開く,開[あ]く,to open,[sound:JLPT_Tango_N4_0476.mp3],次の駅で右のドアが開きます。,次[つぎ]の 駅[えき]で 右[みぎ]のドアが 開[あ]きます。,Doors on the right side will open at the next stop.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0477,開ける,開[あ]ける,"to open, to make open",[sound:JLPT_Tango_N4_0477.mp3],暑いので、窓を開けましょう。,暑[あつ]いので、 窓[まど]を 開[あ]けましょう。,"It's hot, so let's open a window.",,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
JLPT_Tango_N4_0478,閉まる,閉[し]まる,to close,[sound:JLPT_Tango_N4_0478.mp3],右側のドアが閉まります。,右側[みぎがわ]のドアが 閉[し]まります。,Doors on the right side will close.,,,,,Ch 04 - 出かけよう！,Sect 03 - 乗り物,X
