Sort,Sort Index,Vocabulary-Japan,Vocab-Furigana,Vocab-English,Audio File,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Reading,Tag,Entry Type
1693,JLPT_Tango_N1_1001,裏返し,,inside out,[sound:JLPT_Tango_N1_1001.mp3],朝、慌てていて、くつ下を裏返しにはいて出かけた。,,I put my socks on inside out in a rush to leave the house this morning.,,,,,,,,X,1001,N1単語3000_8-2,Main
1694,JLPT_Tango_N1_1001-011,裏返す,,turn inside out,[sound:JLPT_Tango_N1_1001-011.mp3],,,,,,,,,,,,1001.1,N1単語3000_8-2,Additional
1695,JLPT_Tango_N1_1002,リフォーム（する）,,reform,[sound:JLPT_Tango_N1_1002.mp3],母親に古いコートをリフォームしてもらった。,,I had my mother remodel my old coat.,,,,,,,,X,1002,N1単語3000_8-2,Main
1696,JLPT_Tango_N1_1003-001,折り返す,,fold back/turn around,[sound:JLPT_Tango_N1_1003-001.mp3],1. シャツの袖を折り返して着る。,,① Roll up the sleeves of your shirt when you wear it.,,,,,,,,X,1003,N1単語3000_8-2,Main
1697,JLPT_Tango_N1_1003-002,折り返す,,fold back/turn around,[sound:JLPT_Tango_N1_1003-002.mp3],2. マラソンコースはここで折り返す。,,② The turn-around point of the marathon course is here.,,,,,,,,X,1003,N1単語3000_8-2,Main
1698,JLPT_Tango_N1_1004,パール,,pearl,[sound:JLPT_Tango_N1_1004.mp3],大粒のパールはシンプルな服によく映える。,,The large pearl beads look good on simple clothes.,,,,,,,,X,1004,N1単語3000_8-2,Main
1699,JLPT_Tango_N1_1004-011,真珠,,pearl,[sound:JLPT_Tango_N1_1004-011.mp3],,,,,,,,,,,,1004.1,N1単語3000_8-2,Additional
1700,JLPT_Tango_N1_1005,見違える,,beyond recognition,[sound:JLPT_Tango_N1_1005.mp3],アクセサリーの使い方次第で、見違えた印象になる。,,"Depending on how you use your accessoires, you give a completely diffrent impression.",,,,,,,,X,1005,N1単語3000_8-2,Main
1701,JLPT_Tango_N1_1006,手芸,,embroidery,[sound:JLPT_Tango_N1_1006.mp3],先月から手芸教室に通い始めた。,,I started going to an embroidery class last month.,,,,,,,,X,1006,N1単語3000_8-3,Main
1702,JLPT_Tango_N1_1007,編む,,knit,[sound:JLPT_Tango_N1_1007.mp3],彼に暖かそうなセーターを編んで上げた。,,I knitted a warm sweater for my boyfriend.,,,,,,,,X,1007,N1単語3000_8-3,Main
1703,JLPT_Tango_N1_1007-011,編み物,,knitting,[sound:JLPT_Tango_N1_1007-011.mp3],,,,,,,,,,,,1007.1,N1単語3000_8-3,Additional
1704,JLPT_Tango_N1_1008,織る,,weave,[sound:JLPT_Tango_N1_1008.mp3],ソファーの下に敷く布を織っている。,,I am weaving a cloth to spread under the sofa.,,,,,,,,X,1008,N1単語3000_8-3,Main
1705,JLPT_Tango_N1_1009-001,縫う,,sew/weave through,[sound:JLPT_Tango_N1_1009-001.mp3],1. いつか自分で着物を縫いたいと思う。,,① I want to sew a kimono by myself one day. ,,,,,,,,X,1009,N1単語3000_8-3,Main
1706,JLPT_Tango_N1_1009-002,縫う,,sew/weave through,[sound:JLPT_Tango_N1_1009-002.mp3],2. 人波を縫って歩く。,,② Weave through the crowd.,,,,,,,,X,1009,N1単語3000_8-3,Main
1707,JLPT_Tango_N1_1009-011,裁縫（する）,,embroidery,[sound:JLPT_Tango_N1_1009-011.mp3],,,,,,,,,,,,1009.1,N1単語3000_8-3,Additional
1708,JLPT_Tango_N1_1010,家庭菜園,,home garden,[sound:JLPT_Tango_N1_1010.mp3],友人に誘われて、家庭菜園を始めた。,,I started a home garden upon my friend’s recommendation.,,,,,,,,X,1010,N1単語3000_8-3,Main
1709,JLPT_Tango_N1_1010-011,園芸,,gardening,[sound:JLPT_Tango_N1_1010-011.mp3],,,,,,,,,,,,1010.1,N1単語3000_8-3,Additional
1710,JLPT_Tango_N1_1010-012,ガ一デニング,,gardening,[sound:JLPT_Tango_N1_1010-012.mp3],,,,,,,,,,,,1010.2,N1単語3000_8-3,Additional
1711,JLPT_Tango_N1_1011,盆栽,,bonsai,[sound:JLPT_Tango_N1_1011.mp3],世界中で盆栽ブームが起きている。,,There is a worldwide bonsai fad. ,,,,,,,,X,1011,N1単語3000_8-3,Main
1712,JLPT_Tango_N1_1011-011,植木,,garden plant,[sound:JLPT_Tango_N1_1011-011.mp3],,,,,,,,,,,,1011.1,N1単語3000_8-3,Additional
1713,JLPT_Tango_N1_1012,親しむ,,enjoy,[sound:JLPT_Tango_N1_1012.mp3],自然に親しみながら日本文化を学びたい。,,I want to learn about Japanese culture while enjoying nature.,,,,,,,,X,1012,N1単語3000_8-3,Main
1714,JLPT_Tango_N1_1012-011,親しみ,,enjoy,[sound:JLPT_Tango_N1_1012-011.mp3],,,,,,,,,,,,1012.1,N1単語3000_8-3,Additional
1715,JLPT_Tango_N1_1013,和紙,,Japanese washi paper,[sound:JLPT_Tango_N1_1013.mp3],家具や洋服など、和紙でいろいろな物が作られる。,,"Many items, including furniture and clothes, are made of washi paper.",,,,,,,,X,1013,N1単語3000_8-3,Main
1716,JLPT_Tango_N1_1014,着付け,,wearing kimono,[sound:JLPT_Tango_N1_1014.mp3],先月から着付け教室に通っている。,,I have been going to a kimono-wearing class since last month.,,,,,,,,X,1014,N1単語3000_8-3,Main
1717,JLPT_Tango_N1_1015,手本,,example,[sound:JLPT_Tango_N1_1015.mp3],先生の手本通りにやってみるが、なかなか難しい。,,I try to follow the teacher’s example but it’s pretty difficult.,,,,,,,,X,1015,N1単語3000_8-3,Main
1718,JLPT_Tango_N1_1015-011,見本,,sample,[sound:JLPT_Tango_N1_1015-011.mp3],,,,,,,,,,,,1015.1,N1単語3000_8-3,Additional
1719,JLPT_Tango_N1_1016,高尚な,,classy,[sound:JLPT_Tango_N1_1016.mp3],高尚な趣味に憧れて、 ヴァィオリンを習うことにした。,,I decided to learn violin since I wanted to have a classy hobby.,,,,,,,,X,1016,N1単語3000_8-3,Main
1720,JLPT_Tango_N1_1017,楽器,,instrument,[sound:JLPT_Tango_N1_1017.mp3],子どものころからいろいろな楽器を習っていた。,,I have been learning various instruments since I was a child.,,,,,,,,X,1017,N1単語3000_8-3,Main
1721,JLPT_Tango_N1_1017-011,管楽器,,wind instrument,[sound:JLPT_Tango_N1_1017-011.mp3],,,,,,,,,,,,1017.1,N1単語3000_8-3,Additional
1722,JLPT_Tango_N1_1017-012,弦楽器,,string instrument,[sound:JLPT_Tango_N1_1017-012.mp3],,,,,,,,,,,,1017.2,N1単語3000_8-3,Additional
1723,JLPT_Tango_N1_1018,音色,,sound,[sound:JLPT_Tango_N1_1018.mp3],先生のヴァィオリンの音色は素晴らしい。,,The sound of the teacher’s violin is beautiful. ,,,,,,,,X,1018,N1単語3000_8-3,Main
1724,JLPT_Tango_N1_1019,癒す,,heal,[sound:JLPT_Tango_N1_1019.mp3],ピアノの優しい音色に癒される。,,I am healed by the soft sound of the piano.,,,,,,,,X,1019,N1単語3000_8-3,Main
1725,JLPT_Tango_N1_1019-011,癒し,,healing,[sound:JLPT_Tango_N1_1019-011.mp3],,,,,,,,,,,,1019.1,N1単語3000_8-3,Additional
1726,JLPT_Tango_N1_1019-012,ヒ一リング,,healing,[sound:JLPT_Tango_N1_1019-012.mp3],,,,,,,,,,,,1019.2,N1単語3000_8-3,Additional
1727,JLPT_Tango_N1_1020,極める,,"go to the end,attain the summit",[sound:JLPT_Tango_N1_1020.mp3],ぜひ日本の伝統の技を極めたい。,,I want to acquire the best of Japanese traditional techniques.,,,,,,,,X,1020,N1単語3000_8-3,Main
1728,JLPT_Tango_N1_1020-011,（が）極まる,,reach the limit,[sound:JLPT_Tango_N1_1020-011.mp3],,,,,,,,,,,,1020.1,N1単語3000_8-3,Additional
1729,JLPT_Tango_N1_1021,興じる,,"enjoy,amuse oneself",[sound:JLPT_Tango_N1_1021.mp3],日本の伝統文化に興じる外国人が増加している。,,More foreigners are enjoying themselves with traditional Japanese culture.,,,,,,,,X,1021,N1単語3000_8-3,Main
1730,JLPT_Tango_N1_1022,千差万別,,vary greatly,[sound:JLPT_Tango_N1_1022.mp3],興味の対象は人によって千差万別だ。,,Interests vary greatly depending on the individual.,,,,,,,,X,1022,N1単語3000_8-3,Main
1731,JLPT_Tango_N1_1023,一期一会,,one-in-a-lifetime opportunity,[sound:JLPT_Tango_N1_1023.mp3],茶道を学んで、一期一会という言葉を知った。,,I learned the phrase ‘’ichi-go-ichi-e’’ meaning ’’once-in-a-lifetime opportunity’’ while learning how to perform the tea cermony.,,,,,,,,X,1023,N1単語3000_8-3,Main
1732,JLPT_Tango_N1_1024,茶会,,tea ceremony,[sound:JLPT_Tango_N1_1024.mp3],初めて茶会に出席する。,,I will attend a tea ceremony for the first time.,,,,,,,,X,1024,N1単語3000_8-3,Main
1733,JLPT_Tango_N1_1025,催す,,hold,[sound:JLPT_Tango_N1_1025.mp3],今度の日曜日に茶会が催される。,,The next tea ceremony will take place next Sunday.,,,,,,,,X,1025,N1単語3000_8-3,Main
1734,JLPT_Tango_N1_1025-011,開催（する）,,hold,[sound:JLPT_Tango_N1_1025-011.mp3],,,,,,,,,,,,1025.1,N1単語3000_8-3,Additional
1735,JLPT_Tango_N1_1026,早まる,,bring forward,[sound:JLPT_Tango_N1_1026.mp3],発表会の開催日が1週間早まった。,,The day of the performance was brought forward by a week.,,,,,,,,X,1026,N1単語3000_8-3,Main
1736,JLPT_Tango_N1_1026-011,（を）早める,,make earlier,[sound:JLPT_Tango_N1_1026-011.mp3],,,,,,,,,,,,1026.1,N1単語3000_8-3,Additional
1737,JLPT_Tango_N1_1027,何らかの,,some,[sound:JLPT_Tango_N1_1027.mp3],何らかの事情で茶会が突然延期された。,,The tea ceremony was postponed suddenly for some reason.,,,,,,,,X,1027,N1単語3000_8-3,Main
1738,JLPT_Tango_N1_1028,並びに,,and,[sound:JLPT_Tango_N1_1028.mp3],先生方並びに関係者の皆様、本日はありがとうございました。,,"Esteemed teachers and guests, thank you for joining us today.",,,,,,,,X,1028,N1単語3000_8-3,Main
1739,JLPT_Tango_N1_1029,武道,,martial arts,[sound:JLPT_Tango_N1_1029.mp3],武道の中でも県道に興味がある。,,"Of all the martial arts, kendo interests me the most.",,,,,,,,X,1029,N1単語3000_8-3,Main
1740,JLPT_Tango_N1_1030,囲碁,,game of “go”,[sound:JLPT_Tango_N1_1030.mp3],先日、囲碁のプロアマ戦に参加した。,,I attended a professional-amateur joint competition of ‘’igo’’ games a few days ago.,,,,,,,,X,1030,N1単語3000_8-3,Main
1741,JLPT_Tango_N1_1030-011,碁,,game of “go”,[sound:JLPT_Tango_N1_1030-011.mp3],,,,,,,,,,,,1030.1,N1単語3000_8-3,Additional
1742,JLPT_Tango_N1_1031,将棋,,game of “shogi”/Japanese chess,[sound:JLPT_Tango_N1_1031.mp3],日本の将棋はチェスに似ているが、難しい。,,"Japanese ‘’shogi’’ is similar to chess, but difficult.",,,,,,,,X,1031,N1単語3000_8-3,Main
1743,JLPT_Tango_N1_1032,下火になる,,wane,[sound:JLPT_Tango_N1_1032.mp3],ブームが下火になったので、習い事をやめた。,,I quit going to the lessons because it wasn’t as popular as it used to be any more.,,,,,,,,X,1032,N1単語3000_8-3,Main
1744,JLPT_Tango_N1_1033,書籍,,book,[sound:JLPT_Tango_N1_1033.mp3],多くの書籍を通して、いろいろな経験ができる。,,I can experience a lot of things by reading different books.,,,,,,,,X,1033,N1単語3000_8-4,Main
1745,JLPT_Tango_N1_1033-011,書物,,books,[sound:JLPT_Tango_N1_1033-011.mp3],,,,,,,,,,,,1033.1,N1単語3000_8-4,Additional
1746,JLPT_Tango_N1_1034,ベストセラー,,bestseller,[sound:JLPT_Tango_N1_1034.mp3],彼もとうとうベストセラー作家の仲間入りだ。,,He finally became a best-selling author. ,,,,,,,,X,1034,N1単語3000_8-4,Main
1747,JLPT_Tango_N1_1035,エッセイ,,essay,[sound:JLPT_Tango_N1_1035.mp3],有名女優のエッセイが好評らしい。,,The famous actress’ essay seems to be popular.,,,,,,,,X,1035,N1単語3000_8-4,Main
1748,JLPT_Tango_N1_1035-011,随筆,,essay,[sound:JLPT_Tango_N1_1035-011.mp3],,,,,,,,,,,,1035.1,N1単語3000_8-4,Additional
1749,JLPT_Tango_N1_1035-012,エッセイスト,,essayist,[sound:JLPT_Tango_N1_1035-012.mp3],,,,,,,,,,,,1035.2,N1単語3000_8-4,Additional
1750,JLPT_Tango_N1_1036,手記,,memoir,[sound:JLPT_Tango_N1_1036.mp3],大統領の手記が反響を呼んでいる。,,The president’s memoirs are generating a reaction.,,,,,,,,X,1036,N1単語3000_8-4,Main
1751,JLPT_Tango_N1_1036-011,伝記,,biography,[sound:JLPT_Tango_N1_1036-011.mp3],,,,,,,,,,,,1036.1,N1単語3000_8-4,Additional
1752,JLPT_Tango_N1_1036-012,自伝,,autobiography,[sound:JLPT_Tango_N1_1036-012.mp3],,,,,,,,,,,,1036.2,N1単語3000_8-4,Additional
1753,JLPT_Tango_N1_1037,特集,,special,[sound:JLPT_Tango_N1_1037.mp3],今月号の温泉の特集は面白そうだ。,,This month’s special issue on onsen hot springs looks interesting.,,,,,,,,X,1037,N1単語3000_8-4,Main
1754,JLPT_Tango_N1_1037-011,特集号,,special edition,[sound:JLPT_Tango_N1_1037-011.mp3],,,,,,,,,,,,1037.1,N1単語3000_8-4,Additional
1755,JLPT_Tango_N1_1038,読者,,reader,[sound:JLPT_Tango_N1_1038.mp3],特車の一人として、これからも応援していく。,,I want to continue to support as a reader.,,,,,,,,X,1038,N1単語3000_8-4,Main
1756,JLPT_Tango_N1_1038-011,読み手,,reader,[sound:JLPT_Tango_N1_1038-011.mp3],,,,,,,,,,,,1038.1,N1単語3000_8-4,Additional
1757,JLPT_Tango_N1_1039,ターゲット,,target,[sound:JLPT_Tango_N1_1039.mp3],この本のターゲットは若い女性だ。,,The target audience of this book is young woman.,,,,,,,,X,1039,N1単語3000_8-4,Main
1758,JLPT_Tango_N1_1039-011,対象,,target,[sound:JLPT_Tango_N1_1039-011.mp3],,,,,,,,,,,,1039.1,N1単語3000_8-4,Additional
1759,JLPT_Tango_N1_1040,老若男女,,"young and old, men and women",[sound:JLPT_Tango_N1_1040.mp3],彼の作品は老若男女に愛されている。,,His works are loved by all. ,,,,,,,,X,1040,N1単語3000_8-4,Main
1760,JLPT_Tango_N1_1041,マニア,,"fan,maniac",[sound:JLPT_Tango_N1_1041.mp3],この雑誌はイベントでマニアに売っている。,,This magazine is sold to fans at events.,,,,,,,,X,1041,N1単語3000_8-4,Main
1761,JLPT_Tango_N1_1041-011,鉄道マニア,,railway aficionados,[sound:JLPT_Tango_N1_1041-011.mp3],,,,,,,,,,,,1041.1,N1単語3000_8-4,Additional
1762,JLPT_Tango_N1_1041-012,映画マニア,,movie aficionados,[sound:JLPT_Tango_N1_1041-012.mp3],,,,,,,,,,,,1041.2,N1単語3000_8-4,Additional
1763,JLPT_Tango_N1_1042,待望（する）,,Long-awaited,[sound:JLPT_Tango_N1_1042.mp3],ファン待望の最新作の小説が書店に並んだ。,,The new novel long-awaited by fans is in stores now.,,,,,,,,X,1042,N1単語3000_8-4,Main
1764,JLPT_Tango_N1_1042-011,待ち焦がれる,,wait impatiently,[sound:JLPT_Tango_N1_1042-011.mp3],,,,,,,,,,,,1042.1,N1単語3000_8-4,Additional
1765,JLPT_Tango_N1_1043,共感（する）,,sympathy,[sound:JLPT_Tango_N1_1043.mp3],きっとこのストーリーには誰もが共感するだろう。,,I think everybody will sympathize with this story.,,,,,,,,X,1043,N1単語3000_8-4,Main
1766,JLPT_Tango_N1_1044,こみ上げる,,well up,[sound:JLPT_Tango_N1_1044.mp3],この本を読み終えたとき、感動がこみ上げてきた。,,I was very moved when I finished reading this book.,,,,,,,,X,1044,N1単語3000_8-4,Main
1767,JLPT_Tango_N1_1045,掲載（する）,,run,[sound:JLPT_Tango_N1_1045.mp3],雑誌にうちの猫が掲載された。,,Our cat was also appeared in the magazine.,,,,,,,,X,1045,N1単語3000_8-4,Main
1768,JLPT_Tango_N1_1046,連載（する）,,serial,[sound:JLPT_Tango_N1_1046.mp3],この小説はもう10年も連載されている。,,This novel has been running as a serial for ten years.,,,,,,,,X,1046,N1単語3000_8-4,Main
1769,JLPT_Tango_N1_1046-011,連載漫画,,serial comics,[sound:JLPT_Tango_N1_1046-011.mp3],,,,,,,,,,,,1046.1,N1単語3000_8-4,Additional
1770,JLPT_Tango_N1_1047,突破（する）,,break through,[sound:JLPT_Tango_N1_1047.mp3],人気タレントの本の売り上げが１００万部を突破した。,,The sales of a book by a popular talent exceeded 1 million copies.,,,,,,,,X,1047,N1単語3000_8-4,Main
1771,JLPT_Tango_N1_1048-001,しのぐ,,outdo/stave off,[sound:JLPT_Tango_N1_1048-001.mp3],1. 新作が前作をしのぐ売り上げを記録した。,,① The new work outdid the sales of the previous one.,,,,,,,,X,1048,N1単語3000_8-4,Main
1772,JLPT_Tango_N1_1048-002,しのぐ,,outdo/stave off,[sound:JLPT_Tango_N1_1048-002.mp3],2. エアコンで猛暑をしのぐ。,,② Stave off the heat with the air conditioner.,,,,,,,,X,1048,N1単語3000_8-4,Main
1773,JLPT_Tango_N1_1049,出回る,,circulate,[sound:JLPT_Tango_N1_1049.mp3],人気漫画の海賊版が出回っている。,,A pirated version of this popular cartoon is circulating.,,,,,,,,X,1049,N1単語3000_8-4,Main
1774,JLPT_Tango_N1_1050,圧巻,,"masterpiece, best, highlight",[sound:JLPT_Tango_N1_1050.mp3],これはシリーズの中でも圧巻の一冊だ。,,This book is the masterpiece among the series.,,,,,,,,X,1050,N1単語3000_8-4,Main
1775,JLPT_Tango_N1_1051,反響,,"feedback, reverberation",[sound:JLPT_Tango_N1_1051.mp3],高校性作家の本が大きな反響を呼んでいる。,,The book by a high school author is getting major feedback.,,,,,,,,X,1051,N1単語3000_8-4,Main
1776,JLPT_Tango_N1_1052,強いて,,if one was to pick,[sound:JLPT_Tango_N1_1052.mp3],彼の作品はすべて好きだが、強いて言えば3冊目が一番いい。,,"I like all of his works, but if I were to pick one, I like the third book the most.",,,,,,,,X,1052,N1単語3000_8-4,Main
1777,JLPT_Tango_N1_1053,先行（する）,,ahead of ,[sound:JLPT_Tango_N1_1053.mp3],話題作が世界に先行して日本で発売された。,,This has been a blockbuster and will be sold in Japan ahead of other countries.,,,,,,,,X,1053,N1単語3000_8-4,Main
1778,JLPT_Tango_N1_1053-011,先行発売（する）,,presale,[sound:JLPT_Tango_N1_1053-011.mp3],,,,,,,,,,,,1053.1,N1単語3000_8-4,Additional
1779,JLPT_Tango_N1_1054,原稿,,manuscript,[sound:JLPT_Tango_N1_1054.mp3],彼女は手書きで原稿を書いている。,,She still writes her manuscript by hand.,,,,,,,,X,1054,N1単語3000_8-4,Main
1780,JLPT_Tango_N1_1055,著作権,,copyright,[sound:JLPT_Tango_N1_1055.mp3],世界中の書籍は著作権で守られている。,,Books of the world are protected by copyright.,,,,,,,,X,1055,N1単語3000_8-4,Main
1781,JLPT_Tango_N1_1056,記す,,write down,[sound:JLPT_Tango_N1_1056.mp3],南極旅行の思い出を記したエッセイが出た。,,The is an essay about memories from the trip to the South Pole.,,,,,,,,X,1056,N1単語3000_8-4,Main
1782,JLPT_Tango_N1_1057,描写,,description,[sound:JLPT_Tango_N1_1057.mp3],この小説は主人公の心の変化がよく描写されている。,,This novel portrays the changing heart of the protagonist very well.,,,,,,,,X,1057,N1単語3000_8-4,Main
1783,JLPT_Tango_N1_1057-011,心理描写,,portrayal of the psychology,[sound:JLPT_Tango_N1_1057-011.mp3],,,,,,,,,,,,1057.1,N1単語3000_8-4,Additional
1784,JLPT_Tango_N1_1057-012,風景描写,,portrayal of the scenery,[sound:JLPT_Tango_N1_1057-012.mp3],,,,,,,,,,,,1057.2,N1単語3000_8-4,Additional
1785,JLPT_Tango_N1_1058,直訳（する）,,literal translation,[sound:JLPT_Tango_N1_1058.mp3],海外の本は直訳の方が作者の意図が伝わる。,,Foreign books that are translated literally are better at communicating the author’s intent.,,,,,,,,X,1058,N1単語3000_8-4,Main
1786,JLPT_Tango_N1_1058-011,意訳（する）,,free translation; liberal translation,[sound:JLPT_Tango_N1_1058-011.mp3],,,,,,,,,,,,1058.1,N1単語3000_8-4,Additional
1787,JLPT_Tango_N1_1059,予言（する）,,prophecy,[sound:JLPT_Tango_N1_1059.mp3],本に書かれている予言が当たったら恐ろしい。,,It would be frightening if the prophecy written in the book comes true.,,,,,,,,X,1059,N1単語3000_8-4,Main
1788,JLPT_Tango_N1_1059-011,予知（する）,,predict,[sound:JLPT_Tango_N1_1059-011.mp3],,,,,,,,,,,,1059.1,N1単語3000_8-4,Additional
1789,JLPT_Tango_N1_1060,いわく,,according to,[sound:JLPT_Tango_N1_1060.mp3],有名作家いわく、アイディアはどんどん湧いてくるるそうだ。,,"Ideas continue to flow, according to the famous author.",,,,,,,,X,1060,N1単語3000_8-4,Main
1790,JLPT_Tango_N1_1061,特色,,characteristic,[sound:JLPT_Tango_N1_1061.mp3],それぞれの作家が作品に特色を出している。,,Each of the authors exhibits his or her characteristic in the work.,,,,,,,,X,1061,N1単語3000_8-4,Main
