Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N3_0634,応募＜する＞,応募[おうぼ]＜する＞,applying for,[sound:JLPT_Tango_N3_0634.mp3],３つの企業に応募してみようと思っている。,３[みっ]つの 企業[きぎょう]に 応募[おうぼ]してみようと 思[おも]っている。,I'm thinking about applying to three enterprises.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0635,登録＜する＞,登録[とうろく]＜する＞,registration,[sound:JLPT_Tango_N3_0635.mp3],就職サイトに登録した。,就職[しゅうしょく]サイトに 登録[とうろく]した。,I registered for a job hunting site.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0636,面接＜する＞,面接[めんせつ]＜する＞,interview,[sound:JLPT_Tango_N3_0636.mp3],面接の翌日、さっそく連絡が来た。,面接[めんせつ]の 翌日[よくじつ]、さっそく 連絡[れんらく]が 来[き]た。,I was contacted swiftly the day after the interview.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0637,履歴書,履歴[りれき] 書[しょ],resume,[sound:JLPT_Tango_N3_0637.mp3],履歴書のために写真を撮った。,履歴[りれき] 書[しょ]のために 写真[しゃしん]を 撮[と]った。,I took a picture for my resume.,履歴,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0638,記入＜する＞,記入[きにゅう]＜する＞,filling out,[sound:JLPT_Tango_N3_0638.mp3],履歴書に趣味を記入した。,履歴[りれき] 書[しょ]に 趣味[しゅみ]を 記入[きにゅう]した。,I wrote my hobbies in my resume.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0639,資格,資格[しかく],qualification,[sound:JLPT_Tango_N3_0639.mp3],就職のためには、どんな資格が必要ですか。,就職[しゅうしょく]のためには、どんな 資格[しかく]が 必要[ひつよう]ですか。,What kind of qualifications do I need to find employment?,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0640,服装,服装[ふくそう],"attire, garments",[sound:JLPT_Tango_N3_0640.mp3],面接では、髪型や服装にも気をつけましょう。,面接[めんせつ]では、 髪型[かみがた]や 服装[ふくそう]にも 気[き]をつけましょう。,Be careful about your hairstyle and attire at job interviews.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0641,長所,長所[ちょうしょ],"strong point, merit",[sound:JLPT_Tango_N3_0641.mp3],あなたの長所を２つ答えてください。,あなたの 長所[ちょうしょ]を ２[ふた]つ 答[こた]えてください。,Please tell us two of your strong points.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0642,短所,短所[たんしょ],"weak point, short coming",[sound:JLPT_Tango_N3_0642.mp3],あなたの短所は何ですか。,あなたの 短所[たんしょ]は 何[なん]ですか。,What is your weak point?,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0643,全て,全[すべ]て,"all, every",[sound:JLPT_Tango_N3_0643.mp3],社長の本は、全て読んだ。,社長[しゃちょう]の 本[ほん]は、 全[すべ]て 読[よ]んだ。,I read all of the company president's book.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0644,ワイシャツ,ワイシャツ,white collard shirt,[sound:JLPT_Tango_N3_0644.mp3],デパートで、面接のためのワイシャツを買った。,デパートで、 面接[めんせつ]のためのワイシャツを 買[か]った。,I bought a white collard shirt for job interviews at the department store.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0645,ぜひ,ぜひ,"certainly, by all means",[sound:JLPT_Tango_N3_0645.mp3],ぜひ、こちらで働かせていただきたいです。,ぜひ、こちらで 働[はたら]かせていただきたいです。,I would certainly like a chance to work here.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0646,ぜひとも,ぜひとも,by all means,[sound:JLPT_Tango_N3_0646.mp3],ぜひとも、この会社で働きたいです。,ぜひとも、この 会社[かいしゃ]で 働[はたら]きたいです。,"By all means, I would like to work at this company.",,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0647,やとう,やとう,"to hire, to employ",[sound:JLPT_Tango_N3_0647.mp3],この会社では、１０００人以上の社員をやとっているそうだ。,この 会社[かいしゃ]では、１０００[せん] 人[にん] 以上[いじょう]の 社員[しゃいん]をやとっているそうだ。,"They say more than 1,000 employees employed at this company.",雇う,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0648,採用＜する＞,採用[さいよう]＜する＞,hiring,[sound:JLPT_Tango_N3_0648.mp3],あの会社に採用されるか、心配だ。,あの 会社[かいしゃ]に 採用[さいよう]されるか、 心配[しんぱい]だ。,I'm worried about whether I'll be employed at that company.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0649,受け取る,受け取[うけと]る,to receive,[sound:JLPT_Tango_N3_0649.mp3],面接した会社から、採用の書類を受け取った。,面接[めんせつ]した 会社[かいしゃ]から、 採用[さいよう]の 書類[しょるい]を 受け取[うけと]った。,I received documents about employment at the company at which I had an interview.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0649-005,受け取り,受け取[うけと]り,"receiving, to receive",[sound:JLPT_Tango_N3_0649-005.mp3],,,,,,,,related or similar to 受け取る,Ch 06 - 仕事,Sect 01 - 就職,
JLPT_Tango_N3_0650,正社員,正社員[せいしゃいん],full employee,[sound:JLPT_Tango_N3_0650.mp3],できれば正社員になりたい。,できれば 正社員[せいしゃいん]になりたい。,"If possible, I'd like to become a full employee.",,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0650-005,パート,パート,part-time job,[sound:JLPT_Tango_N3_0650-005.mp3],,,,パート-part,,,,related or similar to 正社員,Ch 06 - 仕事,Sect 01 - 就職,
JLPT_Tango_N3_0650-006,社員,社員[しゃいん],company employee,[sound:JLPT_Tango_N3_0650-006.mp3],,,,,,,,related or similar to 正社員,Ch 06 - 仕事,Sect 01 - 就職,
JLPT_Tango_N3_0651,サラリーマン,サラリーマン,"salary man, businessman",[sound:JLPT_Tango_N3_0651.mp3],サラリーマンらしいスーツを買った。,サラリーマンらしいスーツを 買[か]った。,I bought a suit befitting a businessman.,サラリーマン-salaryman,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0651-005,OL,OL[オーエル],office lady,[sound:JLPT_Tango_N3_0651-005.mp3],,,,,,,,related or similar to サラリーマン,Ch 06 - 仕事,Sect 01 - 就職,
JLPT_Tango_N3_0652,研修＜する＞,研修[けんしゅう]＜する＞,training,[sound:JLPT_Tango_N3_0652.mp3],採用が決まって、すぐに研修が始まる。,採用[さいよう]が 決[き]まって、すぐに 研修[けんしゅう]が 始[はじ]まる。,"Once your employment is decided upon, your training begins right away.",,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0653,実習＜する＞,実習[じっしゅう]＜する＞,"practical training, on-the-job training",[sound:JLPT_Tango_N3_0653.mp3],研修で習ったことを実習する。,研修[けんしゅう]で 習[なら]ったことを 実習[じっしゅう]する。,I'm going to drill what I learned in training.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0654,インターン,インターン,intern,[sound:JLPT_Tango_N3_0654.mp3],インターンは学生にとって、いい経験だ。,インターンは 学生[がくせい]にとって、いい 経験[けいけん]だ。,Being an intern is a good experience for college students.,インターン-intern,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0655,職場,職場[しょくば],workplace,[sound:JLPT_Tango_N3_0655.mp3],職場では、人との関係がとても大切だ。,職場[しょくば]では、 人[ひと]との 関係[かんけい]がとても 大切[たいせつ]だ。,Interpersonal relationships are very important at the workplace.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0656,得る,得[え]る,"to procure, to get",[sound:JLPT_Tango_N3_0656.mp3],仕事から、多くの経験を得ることができる。,仕事[しごと]から、 多[おお]くの 経験[けいけん]を 得[え]ることができる。,You can gain a lot of experience through working.,,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0657,たとえ,たとえ,"even if, supposing that",[sound:JLPT_Tango_N3_0657.mp3],たとえ嫌なことがあっても、がんばりたい。,たとえ 嫌[いや]なことがあっても、がんばりたい。,"I want to do my best, even if there's something that I don't like.",仮令,,,,,Ch 06 - 仕事,Sect 01 - 就職,X
JLPT_Tango_N3_0658,受付,受付[うけつけ],reception desk,[sound:JLPT_Tango_N3_0658.mp3],受付で名前を書かないと、会社の中に入れない。,受付[うけつけ]で 名前[なまえ]を 書[か]かないと、 会社[かいしゃ]の 中[なか]に 入[い]れない。,You cannot get into the company if you do not write down your name at the reception desk.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0658-005,受け付ける,受け付[うけつ]ける,"to receive (inquiries, etc.)",[sound:JLPT_Tango_N3_0658-005.mp3],,,,,,,,related or similar to 受付,Ch 06 - 仕事,Sect 02 - 会社,
JLPT_Tango_N3_0659,ミーティング＜する＞,ミーティング＜する＞,meeting,[sound:JLPT_Tango_N3_0659.mp3],３時からのミーティングには、社長も出席する。,３ 時[じ]からのミーティングには、 社長[しゃちょう]も 出席[しゅっせき]する。,The president will also be present at the 3:00 meeting.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0660,話し合う,話し合[はなしあ]う,to discuss,[sound:JLPT_Tango_N3_0660.mp3],来月のイベントについて、みんなで話し合った。,来月[らいげつ]のイベントについて、みんなで 話し合[はなしあ]った。,We discussed the next week's event with everyone.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0660-005,話し合い,話し合[はなしあ]い,discussion,[sound:JLPT_Tango_N3_0660-005.mp3],,,,,,,,related or similar to 話し合う,Ch 06 - 仕事,Sect 02 - 会社,
JLPT_Tango_N3_0661,調整＜する＞,調整[ちょうせい]＜する＞,adjustment,[sound:JLPT_Tango_N3_0661.mp3],出張のスケジュールを調整した。,出張[しゅっちょう]のスケジュールを 調整[ちょうせい]した。,I adjusted the schedule of my business trip.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0662,能力,能力[のうりょく],ability,[sound:JLPT_Tango_N3_0662.mp3],A社では、能力のある外国人を採用している。,A[エー] 社[しゃ]では、 能力[のうりょく]のある 外国[がいこく] 人[じん]を 採用[さいよう]している。,"At A Company, there are foreign people employed that are highly able.",,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0663,役割,役割[やくわり],role,[sound:JLPT_Tango_N3_0663.mp3],一人ひとりの役割を、しっかり決めましょう。,一人[ひとり]ひとりの 役割[やくわり]を、しっかり 決[き]めましょう。,Let's thoroughly decide each person's role.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0664,もうかる,もうかる,to be profitable,[sound:JLPT_Tango_N3_0664.mp3],会社がもうかるためには、アイディアが必要だ。,会社[かいしゃ]がもうかるためには、アイディアが 必要[ひつよう]だ。,Ideas are necessary for the company to be profitable.,儲かる,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0664-005,（～を）もうける,（～を）もうける,to make a profit,[sound:JLPT_Tango_N3_0664-005.mp3],,,,,,,,related or similar to もうかる,Ch 06 - 仕事,Sect 02 - 会社,
JLPT_Tango_N3_0665,通勤＜する＞,通勤[つうきん]＜する＞,commuting to work,[sound:JLPT_Tango_N3_0665.mp3],通勤に往復で４時間もかかる。,通勤[つうきん]に 往復[おうふく]で４[よ] 時間[じかん]もかかる。,It takes four hours round trip for me to commute to work.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0666,早退＜する＞,早退[そうたい]＜する＞,leaving early,[sound:JLPT_Tango_N3_0666.mp3],かぜをひいたので、３時くらいに早退した。,かぜをひいたので、３ 時[じ]くらいに 早退[そうたい]した。,"I caught a cold, so I left early at 3:00.",,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0667,無断,無断[むだん],without permission,[sound:JLPT_Tango_N3_0667.mp3],社会人が無断で休むなんで、信じられない。,社会[しゃかい] 人[じん]が 無断[むだん]で 休[やす]むなんで、 信[しん]じられない。,I can't believe a member of society would be absent without permission.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0668,社会人,社会[しゃかい] 人[じん],"working adult, member of society",[sound:JLPT_Tango_N3_0668.mp3],弟は、今年の春から社会人になる。,弟[おとうと]は、 今年[ことし]の 春[はる]から 社会[しゃかい] 人[じん]になる。,"As of this spring, my younger brother is going to become a working member of society.",,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0669,一人ひとり,一人[ひとり]ひとり,"one by one, each person",[sound:JLPT_Tango_N3_0669.mp3],社長が一人ひとりの意見を聞いた。,社長[しゃちょう]が 一人[ひとり]ひとりの 意見[いけん]を 聞[き]いた。,The company president asked each person's opinion.,一人一人,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0670,印鑑,印鑑[いんかん],seal,[sound:JLPT_Tango_N3_0670.mp3],銀行の書類のために、印鑑が必要だ。,銀行[ぎんこう]の 書類[しょるい]のために、 印鑑[いんかん]が 必要[ひつよう]だ。,You need a seal for bank documents.,,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0670-005,はんこ,はんこ,seal,[sound:JLPT_Tango_N3_0670-005.mp3],,,,判子,,,,related or similar to 印鑑,Ch 06 - 仕事,Sect 02 - 会社,
JLPT_Tango_N3_0671,インタビュー＜する＞,インタビュー＜する＞,interview,[sound:JLPT_Tango_N3_0671.mp3],テレビ番組のインタビューで、仕事について聞かれた。,テレビ 番組[ばんぐみ]のインタビューで、 仕事[しごと]について 聞[き]かれた。,I was asked about my job in a TV show interview.,インタビュー-interview,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0672,アンケート,アンケート,survey,[sound:JLPT_Tango_N3_0672.mp3],会社で商品に関するアンケートを取った。,会社[かいしゃ]で 商品[しょうひん]に 関[かん]するアンケートを 取[と]った。,A survey about merchandise was taken at the office.,アンケート-enquete,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0673,回答＜する＞,回答[かいとう]＜する＞,"answer, fill out",[sound:JLPT_Tango_N3_0673.mp3],ほとんどの社員が、アンケートに回答した。,ほとんどの 社員[しゃいん]が、アンケートに 回答[かいとう]した。,Most of the employees filled out the survey.,,,,,解答[かいとう]　is used for answering test questions.,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0674,ノック＜する＞,ノック＜する＞,knock,[sound:JLPT_Tango_N3_0674.mp3],部屋に入るときは、ドアをノックしてください。,部屋[へや]に 入[はい]るときは、ドアをノックしてください。,Please knock on the door when entering the room.,ノック-knock,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0675,月末,月末[げつまつ],end of the month,[sound:JLPT_Tango_N3_0675.mp3],この会社では月末が給料日だ。,この 会社[かいしゃ]では 月末[げつまつ]が 給料[きゅうりょう] 日[び]だ。,"At this company, pay day is at the end of the month.",,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0676,確かめる,確[たし]かめる,to confirm,[sound:JLPT_Tango_N3_0676.mp3],書類を受け取ったら、必ず内容を確かめる。,書類[しょるい]を 受け取[うけと]ったら、 必[かなら]ず 内容[ないよう]を 確[たし]かめる。,"Once you receive the documents, please check their contents.",,,,,,Ch 06 - 仕事,Sect 02 - 会社,X
JLPT_Tango_N3_0677,確かに,確[たし]かに,"surely, truly",[sound:JLPT_Tango_N3_0677.mp3],A「今日は社長が出張なので、会議は明日にしましょう。」<div>B「確かにそのほうがいいですね。」</div>,A「 今日[きょう]は 社長[しゃちょう]が 出張[しゅっちょう]なので、 会議[かいぎ]は 明日[あす]にしましょう。」<div>B「 確[たし]かにそのほうがいいですね。」</div>,"A: The president is on a business trip today, so let's move the meeting to tomorrow.<div>B: That certainly sounds like a good idea.</div>",,,,,確か is used when one is sure of one's own memory.,Ch 06 - 仕事,Sect 02 - 会社,X
