Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_0761,満足(な/する),満足[まんぞく](な/する),Satisfaction/Satisfied,[sound:JLPT_Tango_N2_0761.mp3],今の仕事に満足していないので、転職したい。,今[いま]の仕事[しごと]に満足[まんぞく]していないので、転職[てんしょく]したい。,I'm not satisfied with this job so I want to change jobs.,,1,"漢, 名詞, 普通名詞, サ変形状詞可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,10,Sentence
JLPT_Tango_N2_0761-005,自己満足,自己[じこ]満足[まんぞく],Self-satisfaction,[sound:JLPT_Tango_N2_0761-005.mp3],,,,,,,,Related to 満足(な/する),Ch 06 - 会社で,Sect 05 - 退職・転職,,10.1,Additional
JLPT_Tango_N2_0762,辛抱(する),辛抱[しんぼう](する),Perseverance,[sound:JLPT_Tango_N2_0762.mp3],あと３年は、この会社で辛抱するつもりだ。,あと３年[ねん]は、この会社[かいしゃ]で辛抱[しんぼう]するつもりだ。,I plan to persevere at least three more years in this company.,,1,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,11,Sentence
JLPT_Tango_N2_0762-005,辛抱強い,辛抱[しんぼう]強[つよ]い,Persevering,[sound:JLPT_Tango_N2_0762-005.mp3],,,,,,,,Related to 辛抱(する),Ch 06 - 会社で,Sect 05 - 退職・転職,,11.1,Additional
JLPT_Tango_N2_0763,ぐっと,ぐっと,With A Gulp,[sound:JLPT_Tango_N2_0763.mp3],嫌なことがあっても、辞めずにぐっと我慢する。,嫌[いや]なことがあっても、辞[や]めずにぐっと我慢[がまん]する。,"Even when something bad happens, I just bear it and don't quit.",,,,,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,12,Sentence
JLPT_Tango_N2_0764,負う,負[お]う,Shoulder (The Blame/Responsibility),[sound:JLPT_Tango_N2_0764.mp3],彼は仕事のミスの責任を負って、退職した。,彼[かれ]は仕事[しごと]のミスの責任[せきにん]を負[お]って、退職[たいしょく]した。,He took responsibility for the mistake at work and quit.,,0,"和, 動詞, 一般, *, 五段-ワア行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,13,Sentence
JLPT_Tango_N2_0765,溶け込む,溶け込[とけこ]む,Blend In,[sound:JLPT_Tango_N2_0765.mp3],会社の雰囲気に溶け込めず、転職した。,会社[かいしゃ]の雰囲気[ふんいき]に溶け込[とけこ]めず、転職[てんしょく]した。,He changed jobs as he couldn't fit in with the company's atmosphere.,,"0,3","和, 動詞, 一般, *, 五段-マ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,14,Sentence
JLPT_Tango_N2_0766,やむを得ず,やむを得[え]ず,Out Of Necessity,[sound:JLPT_Tango_N2_0766.mp3],やむを得ず、あと半年会社に残ることにした。,やむを得[え]ず、あと半年[はんとし]会社[かいしゃ]に残[のこ]ることにした。,I decided to stay with the company another six months out of necessity.,,,,,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,15,Sentence
JLPT_Tango_N2_0767-001,立ち上げる,立ち上[たちあ]げる,Start Up / Boot Up,[sound:JLPT_Tango_N2_0767-001.mp3],① 退職して、自分の会社を立ち上げた。,① 退職[たいしょく]して、自分[じぶん]の会社[かいしゃ]を立ち上[たちあ]げた。,① I left the company and started my own.,,"0,4","和, 動詞, 一般, *, 下一段-ガ行",,① Create a business or a company,Ch 06 - 会社で,Sect 05 - 退職・転職,X,16,Sentence
JLPT_Tango_N2_0767-002,立ち上げる,立ち上[たちあ]げる,Start Up / Boot Up,[sound:JLPT_Tango_N2_0767-002.mp3],② パソコンを立ち上げる。,② パソコンを立ち上[たちあ]げる。,② I booted up the computer.,,"0,4","和, 動詞, 一般, *, 下一段-ガ行",,② Starting up a computer,Ch 06 - 会社で,Sect 05 - 退職・転職,X,17,Sentence
JLPT_Tango_N2_0768,試みる,試[こころ]みる,Attempt,[sound:JLPT_Tango_N2_0768.mp3],来年、独立を試みるつもりだ。,来年[らいねん]、独立[どくりつ]を試[こころ]みるつもりだ。,I will attempt to start my own business next year.,,4,"和, 動詞, 一般, *, 上一段-マ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,18,Sentence
JLPT_Tango_N2_0769,専念(する),専念[せんねん](する),Concentrate,[sound:JLPT_Tango_N2_0769.mp3],しばらく会社を休んで、育児に専念しようと思う。,しばらく会社[かいしゃ]を休[やす]んで、育児[いくじ]に専念[せんねん]しようと思[おも]う。,I plan to take some time off work and concentrate on raising my child.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,19,Sentence
JLPT_Tango_N2_0770,悔やむ,悔[く]やむ,Regret,[sound:JLPT_Tango_N2_0770.mp3],前の会社を辞めたことを悔やんでいる。,前[まえ]の会社[かいしゃ]を辞[や]めたことを悔[く]やんでいる。,I regret quitting the previous company.,,2,"和, 動詞, 一般, *, 五段-マ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,20,Sentence
JLPT_Tango_N2_0770-005,後悔する,後悔[こうかい]する,Regret,[sound:JLPT_Tango_N2_0770-005.mp3],,,,,,,,Related to 悔やむ,Ch 06 - 会社で,Sect 05 - 退職・転職,,,Additional
JLPT_Tango_N2_0771-001,見送る,見送[みおく]る,Forego / Sent Off,[sound:JLPT_Tango_N2_0771-001.mp3],① 退職は、しばらく見送ることにした。,① 退職[たいしょく]は、しばらく見送[みおく]ることにした。,① I decided to forego quitting my job for a while.,,"0,3","和, 動詞, 一般, *, 五段-ラ行",,① Quit doing something and wait for the next chance,Ch 06 - 会社で,Sect 05 - 退職・転職,X,21,Sentence
JLPT_Tango_N2_0771-002,見送る,見送[みおく]る,Forego / Sent Off,[sound:JLPT_Tango_N2_0771-002.mp3],② 友達を見送りに空港まで行った。,② 友達[ともだち]を見送[みおく]りに空港[くうこう]まで行[い]った。,② I went to the airport to see my friend off.,,"0,3","和, 動詞, 一般, *, 五段-ラ行",,② Bid farewell to someone leaving,Ch 06 - 会社で,Sect 05 - 退職・転職,X,22,Sentence
JLPT_Tango_N2_0772,逃す,逃[のが]す,Miss,[sound:JLPT_Tango_N2_0772.mp3],この転職のチャンスを逃したくない。,この転職[てんしょく]のチャンスを逃[のが]したくない。,I don't want to miss the change to change jobs.,,2,"和, 動詞, 一般, *, 五段-サ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,23,Sentence
JLPT_Tango_N2_0773,重なる,重[かさ]なる,Pile Up,[sound:JLPT_Tango_N2_0773.mp3],仕事でミスが重なり、自信を失った。,仕事[しごと]でミスが重[かさ]なり、自信[じしん]を失[うしな]った。,Mistakes piled up at work and I lost my confidence.,,0,"和, 動詞, 一般, *, 五段-ラ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,24,Sentence
JLPT_Tango_N2_0774,引き止める,引き止[ひきと]める,"Restrain, Detain",[sound:JLPT_Tango_N2_0774.mp3],退職したかったが、上司に引き止められた。,退職[たいしょく]したかったが、上司[じょうし]に引き止[ひきと]められた。,"I wanted to quit, but my boss talked my out of it.",,4,"和, 動詞, 一般, *, 下一段-マ行",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,25,Sentence
JLPT_Tango_N2_0775,特殊(な),特殊[とくしゅ](な),Unique/Special,[sound:JLPT_Tango_N2_0775.mp3],この仕事には特殊な能力が必要だ。,この仕事[しごと]には特殊[とくしゅ]な能力[のうりょく]が必要[ひつよう]だ。,You need special talent for this job.,,"0,1","漢, 形状詞, 一般, *, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,26,Sentence
JLPT_Tango_N2_0776,身の回り,身の回[みのまわ]り,Belongings,[sound:JLPT_Tango_N2_0776.mp3],明日退職するので、身の回りの物を片付ける。,明日[あす]退職[たいしょく]するので、身の回[みのまわ]りの物[もの]を片付[かたづ]ける。,I will quit the company tomorrow so I'm collecting my belongings.,,0,"和, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,27,Sentence
JLPT_Tango_N2_0777,状況,状況[じょうきょう],Circumstances,[sound:JLPT_Tango_N2_0777.mp3],会社の状況を見て、退職届を出すつもりだ。,会社[かいしゃ]の状況[じょうきょう]を見[み]て、退職[たいしょく]届[とどけ]を出[だ]すつもりだ。,I plan to submit my resignation depending on the company's circumstances.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,Sect 05 - 退職・転職,X,28,Sentence
JLPT_Tango_N2_0777-005,情況,情況[じょうきょう],Situation,[sound:JLPT_Tango_N2_0777-005.mp3],,,,状況,0,"漢, 名詞, 普通名詞, 一般, *",,Related to 状況,Ch 06 - 会社で,Sect 05 - 退職・転職,,28.1,Additional
JLPT_Tango_N2_0777-101,医師,医師[いし],Doctor,[sound:JLPT_Tango_N2_0777-101.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-102,教師,教師[きょうし],Teacher,[sound:JLPT_Tango_N2_0777-102.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-103,講師,講師[こうし],Lecturer,[sound:JLPT_Tango_N2_0777-103.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-104,技師,技師[ぎし],Technician,[sound:JLPT_Tango_N2_0777-104.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-105,美容師,美容[びよう]師[し],Hairdresser,[sound:JLPT_Tango_N2_0777-105.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-106,看護師,看護[かんご]師[し],Nurse,[sound:JLPT_Tango_N2_0777-106.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-107,調理師,調理[ちょうり]師[し],Cook,[sound:JLPT_Tango_N2_0777-107.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～師（学問などで特定の技能を持つ人）,,,Remember
JLPT_Tango_N2_0777-201,弁護士,弁護[べんご]士[し],Lawyer,[sound:JLPT_Tango_N2_0777-201.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-202,保育士,保育[ほいく]士[し],"Nursery School Teacher, Childcare Worker",[sound:JLPT_Tango_N2_0777-202.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-203,介護士,介護[かいご]士[し],"Caregiven, Nurse",[sound:JLPT_Tango_N2_0777-203.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-204,学士,学士[がくし],"Bachelor, Graduate",[sound:JLPT_Tango_N2_0777-204.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-205,修士,修士[しゅうし],"Master, Post Graduate",[sound:JLPT_Tango_N2_0777-205.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-206,博士,博士[はかせ],"Doctor, Post Doctorate",[sound:JLPT_Tango_N2_0777-206.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0777-207,宇宙飛行士,宇宙[うちゅう]飛行[ひこう]士[し],Astronaut,[sound:JLPT_Tango_N2_0777-207.mp3],,,,,,,,,Ch 06 - 会社で,これも覚えよう！18 - 接辞：職業等：～士（一定の資格を持つ人）,,,Remember
JLPT_Tango_N2_0778,競技(する),競技[きょうぎ](する),"Competition, Event",[sound:JLPT_Tango_N2_0778.mp3],オリンピックの新しい競技が決まった。,オリンピックの新[あたら]しい競技[きょうぎ]が決[き]まった。,They have decided on the new events for the Olympics.,,1,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 07 - お気に入り,Sect 01 - 競技,X,1,Sentence
JLPT_Tango_N2_0778-005,競技場,競技[きょうぎ]場[じょう],Stadium,[sound:JLPT_Tango_N2_0778-005.mp3],,,,,,,,Related to 競技(する),Ch 07 - お気に入り,Sect 01 - 競技,,1.1,Additional
JLPT_Tango_N2_0778-006,競技会,競技[きょうぎ]会[かい],Competition,[sound:JLPT_Tango_N2_0778-006.mp3],,,,,,,,Related to 競技(する),Ch 07 - お気に入り,Sect 01 - 競技,,1.2,Additional
JLPT_Tango_N2_0779,競う,競[きそ]う,Compete,[sound:JLPT_Tango_N2_0779.mp3],８チームが優勝を競って戦っている。,８チームが優勝[ゆうしょう]を競[きそ]って戦[たたか]っている。,Eight teams are competing to win.,,2,"和, 動詞, 一般, *, 五段-ワア行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,2,Sentence
JLPT_Tango_N2_0780,戦う,戦[たたか]う,Fight,[sound:JLPT_Tango_N2_0780.mp3],次の試合で人気チーム同士が戦う。,次[つぎ]の試合[しあい]で人気[にんき]チーム同士[どうし]が戦[たたか]う。,The two popular teams will compete in the next game.,,0,"和, 動詞, 一般, *, 五段-ワア行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,3,Sentence
JLPT_Tango_N2_0780-005,対戦(する),対戦[たいせん](する),Fight,[sound:JLPT_Tango_N2_0780-005.mp3],,,,,0,"漢, 名詞, 普通名詞, サ変可能, *",,Related to 戦う,Ch 07 - お気に入り,Sect 01 - 競技,,3.1,Additional
JLPT_Tango_N2_0781,勝負(する),勝負[しょうぶ](する),"Contest, Game",[sound:JLPT_Tango_N2_0781.mp3],ライバルの選手と勝負して、負けた。,ライバルの選手[せんしゅ]と勝負[しょうぶ]して、負[ま]けた。,I played against my rival player and lost.,,1,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 07 - お気に入り,Sect 01 - 競技,X,4,Sentence
JLPT_Tango_N2_0782,勝敗,勝敗[しょうはい],Victory Or Defeat,[sound:JLPT_Tango_N2_0782.mp3],この試合は、なかなか勝敗が決まらない。,この試合[しあい]は、なかなか勝敗[しょうはい]が決[き]まらない。,It is taking a while for the winner of this match to be decided.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 07 - お気に入り,Sect 01 - 競技,X,5,Sentence
JLPT_Tango_N2_0782-005,引き分ける,引き分[ひきわ]ける,Tie,[sound:JLPT_Tango_N2_0782-005.mp3],,,,,4,"和, 動詞, 一般, *, 下一段-カ行",,Related to 勝敗,Ch 07 - お気に入り,Sect 01 - 競技,,5.1,Additional
JLPT_Tango_N2_0782-006,勝ち負け,勝ち負[かちま]け,Victory Or Defeat,[sound:JLPT_Tango_N2_0782-006.mp3],,,,,"1,2","和, 名詞, 普通名詞, 一般, *",,Related to 勝敗,Ch 07 - お気に入り,Sect 01 - 競技,,,Additional
JLPT_Tango_N2_0783,勝利(する),勝利[かつとし](する),Win,[sound:JLPT_Tango_N2_0783.mp3],ついに、我々のチームが大きな試合で勝利した。,ついに、我々[われわれ]のチームが大[おお]きな試合[しあい]で勝利[しょうり]した。,Our team finally won in a big name.,カツトシ,2,"固, 名詞, 固有名詞, 人名, *",,,Ch 07 - お気に入り,Sect 01 - 競技,X,6,Sentence
JLPT_Tango_N2_0784,破る,破[やぶ]る,Defeat,[sound:JLPT_Tango_N2_0784.mp3],ずっと優勝を逃していた選手が、とうとうライバルを破った。,ずっと優勝[ゆうしょう]を逃[のが]していた選手[せんしゅ]が、とうとうライバルを破[やぶ]った。,The player who victory had for so long eluded finally defeated her rival.,,2,"和, 動詞, 一般, *, 五段-ラ行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,7,Sentence
JLPT_Tango_N2_0785,やっつける,やっつける,Beat,[sound:JLPT_Tango_N2_0785.mp3],今日こそ敵をやっつけよう。,今日[きょう]こそ敵[てき]をやっつけよう。,Let's beat our opponents today for sure.,遣っ付ける,4,"和, 動詞, 一般, *, 下一段-カ行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,8,Sentence
JLPT_Tango_N2_0786,敗れる,敗[やぶ]れる,Defeated,[sound:JLPT_Tango_N2_0786.mp3],逆転でライバルに敗れてしまった。,逆転[ぎゃくてん]でライバルに敗[やぶ]れてしまった。,We marked a disappointing defeat to our rival despite the fact that our victory seemed certain.,,3,"和, 動詞, 一般, *, 下一段-ラ行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,9,Sentence
JLPT_Tango_N2_0787,攻める,攻[せ]める,Attack,[sound:JLPT_Tango_N2_0787.mp3],優勝候補の選手が、積極的に相手を攻めている。,優勝[ゆうしょう]候補[こうほ]の選手[せんしゅ]が、積極[せっきょく]的[てき]に相手[あいて]を攻[せ]めている。,The player wit the best bet to win is aggressively attacking the opponent.,,2,"和, 動詞, 一般, *, 下一段-マ行",,,Ch 07 - お気に入り,Sect 01 - 競技,X,10,Sentence
